POS	Word	SenseKey	Sense Number	Total Senses	BNC Count	Tag Count	Sum Tag Count	Synset	Gloss
n	search	search%1:04:02::	2	5	6165	5	19	SID-00638597-N----{search}	an investigation seeking answers; "a thorough search of the ledgers revealed nothing"; "the outcome justified the search"
n	limit	limit%1:23:00::	6	6	6155	0	29	SID-13780436-N----{limit, limitation}	the greatest amount of something that is possible or allowed; "there are limits on the amount you can bet"; "it is growing rapidly with no limitation in sight"
n	limit	limit%1:15:00::	4	6	6155	1	29	SID-08610212-N----{limit, demarcation, demarcation_line}	the boundary of a specific area
n	definition	definition%1:10:00::	1	2	6153	11	21	SID-06757091-N----{definition}	a concise explanation of the meaning of a word or phrase or symbol
n	unemployment	unemployment%1:26:00::	1	1	6143	3	3	SID-13991755-N----{unemployment}	the state of being unemployed or not having a job; "unemployment is a serious social evil"; "the rate of unemployment is an indicator of the health of an economy"
n	mark	mark%1:07:00::	13	15	6139	0	17	SID-04701248-N----{scratch, scrape, scar, mark}	an indication of damage
n	mark	mark%1:09:01::	1	15	6139	5	17	SID-05745098-N----{mark, grade, score}	a number or letter indicating quality (especially of a student's performance); "she made good marks in algebra"; "grade A milk"; "what was your score on your homework?"
n	flight	flight%1:04:02::	9	9	6132	0	26	SID-00302018-N----{flight}	a scheduled trip by plane between designated airports; "I took the noon flight to Chicago"
n	flight	flight%1:06:00::	3	9	6132	5	26	SID-03367905-N----{flight, flight_of_stairs, flight_of_steps}	a stairway (set of steps) between one floor or landing and the next
n	flight	flight%1:04:01::	4	9	6132	5	26	SID-00059563-N----{escape, flight}	the act of escaping physically; "he made his escape from the mental hospital"; "the canary escaped from its cage"; "his flight was an indication of his guilt"
n	output	output%1:06:00::	1	5	6129	5	8	SID-03292089-N----{end_product, output}	final product; the things produced
n	address	address%1:15:00::	2	8	6112	5	30	SID-08508037-N----{address}	the place where a person or organization can be found or communicated with
n	reduction	reduction%1:04:00::	1	3	6106	16	20	SID-00352464-N----{decrease, diminution, reduction, step-down}	the act of decreasing or reducing something
n	interview	interview%1:10:01::	1	2	6093	7	10	SID-07210735-N----{interview}	the questioning of a person (or a conversation in which information is elicited); often conducted by journalists; "my interviews with teenagers revealed a weakening of religious bonds"
n	dream	dream%1:09:01::	1	6	6050	31	45	SID-05776550-N----{dream, dreaming}	a series of mental images and emotions occurring during sleep; "I had a dream about you last night"
n	dream	dream%1:12:00::	3	6	6050	4	45	SID-07499687-N----{ambition, aspiration, dream}	a cherished desire; "his ambition is to own his own business"
n	challenge	challenge%1:26:00::	1	5	6021	5	9	SID-13955981-N----{challenge}	a demanding or stimulating situation; "they reacted irrationally to the challenge of Russian power"
n	challenge	challenge%1:10:01::	3	5	6021	1	9	SID-07208065-N----{challenge}	questioning a statement and demanding an explanation; "his challenge of the assumption that Japan is still our enemy"
n	notice	notice%1:10:03::	4	7	6015	1	16	SID-07227272-N----{notice}	advance notification (usually written) of the intention to withdraw from an arrangement of contract; "we received a notice to vacate the premises"; "he gave notice two months before he moved"
n	notice	notice%1:10:01::	1	7	6015	8	16	SID-06760383-N----{notice}	an announcement containing information about an event; "you didn't give me enough notice"; "an obituary notice"; "a notice of sale"
n	rain	rain%1:19:00::	1	3	6012	25	30	SID-11521799-N----{rain, rainfall}	water falling in drops from vapor condensed in the atmosphere
n	mountain	mountain%1:17:00::	1	2	5998	17	17	SID-09382700-N----{mountain, mount}	a land mass that projects well above its surroundings; higher than a hill
n	concentration	concentration%1:09:00::	5	7	5987	2	38	SID-05712213-N----{concentration, engrossment, absorption, immersion}	complete attention; intense mental effort
n	concentration	concentration%1:07:02::	1	7	5987	25	38	SID-05045748-N----{concentration}	the strength of a solution; number of molecules of a substance in a given volume
n	finance	finance%1:04:01::	3	3	5983	0	4	SID-01136358-N----{finance}	the management of money and credit and banking and investments
n	pension	pension%1:21:00::	1	1	5979	4	4	SID-13405337-N----{pension}	a regular payment to a person that is intended to allow them to subsist without working
n	murder	murder%1:04:00::	1	1	5961	45	45	SID-00221389-N----{murder, slaying, execution}	unlawful premeditated killing of a human being by a human being
n	neck	neck%1:08:00::	1	5	5958	34	34	SID-05554173-N----{neck, cervix}	the part of an organism (human or animal) that connects the head to the rest of the body; "he admired her long graceful neck"; "the horse won by a neck"
n	offence	offence%1:04:02::	4	5	5951	0	1	SID-01226520-N----{discourtesy, offense, offence, offensive_activity}	a lack of politeness; a failure to show regard for others; wounding the feelings or others
n	offence	offence%1:04:01::	5	5	5951	0	1	SID-00767587-N----{offense, offence}	a transgression that constitutes a violation of what is judged to be right
n	offence	offence%1:04:00::	1	5	5951	1	1	SID-00982124-N----{offense, offence, offensive}	the action of attacking an enemy
n	absence	absence%1:04:00::	2	4	5949	8	33	SID-01236910-N----{absence}	failure to be present
n	error	error%1:09:00::	3	7	5945	4	30	SID-05904072-N----{error, erroneous_belief}	a misconception resulting from incorrect information
n	error	error%1:04:02::	1	7	5945	15	30	SID-00071785-N----{mistake, error, fault}	a wrong action attributable to bad judgment or ignorance or inattention; "he made a bad mistake"; "she was quick to point out my errors"; "I could understand his English in spite of his grammatical faults"
n	representative	representative%1:18:01::	3	4	5942	4	16	SID-09975260-N----{congressman, congresswoman, representative}	a member of the United States House of Representatives
n	representative	representative%1:18:00::	1	4	5942	8	16	SID-10541628-N----{representative}	a person who represents others
n	criticism	criticism%1:10:00::	1	3	5932	6	11	SID-06723485-N----{criticism, unfavorable_judgment}	disapproval expressed by pointing out faults or shortcomings; "the senator received severe criticism from his opponent"
n	appointment	appointment%1:04:01::	5	6	5911	0	8	SID-00587142-N----{appointment}	the job to which you are (or hope to be) appointed; "he applied for an appointment in the treasury"
n	acid	acid%1:27:00::	1	2	5897	4	4	SID-14631699-N----{acid}	any of various water-soluble compounds having a sour taste and capable of turning litmus red and reacting with a base to form a salt
n	spring	spring%1:28:00::	1	6	5890	25	35	SID-15261841-N----{spring, springtime}	the season of growth; "the emerging buds were a sure sign of spring"; "he will hold office until the spring of next year"
n	spring	spring%1:17:00::	3	6	5890	3	35	SID-09466357-N----{spring, fountain, outflow, outpouring, natural_spring}	a natural flow of ground water
n	spring	spring%1:06:00::	2	6	5890	4	35	SID-04295410-N----{spring}	a metal elastic device that returns to its shape or position when pushed or pulled or pressed; "the spring was broken"
n	ear	ear%1:08:00::	1	5	5888	36	50	SID-05328447-N----{ear}	the sense organ for hearing and equilibrium
n	instruction	instruction%1:04:00::	3	4	5882	2	18	SID-00888759-N----{teaching, instruction, pedagogy}	the profession of a teacher; "he prepared for teaching while still in college"; "pedagogy is recognized as an important profession"
n	module	module%1:06:00::	4	4	5882	0	0	SID-03784133-N----{module}	a self-contained component (unit or item) that is used in combination with other components
n	park	park%1:15:01::	2	6	5879	5	20	SID-08632949-N----{park, commons, common, green}	a piece of open land for recreational use in an urban area; "they went for a walk in the park"
n	weather	weather%1:19:00::	1	1	5873	20	20	SID-11545095-N----{weather, weather_condition, conditions, atmospheric_condition}	the atmospheric conditions that comprise the state of the atmosphere in terms of temperature and wind and clouds and precipitation; "they were hoping for good weather"; "every day we have weather conditions and yesterday was no exception"; "the conditions were too rainy for playing in the snow"
n	bottle	bottle%1:06:00::	1	3	5872	28	30	SID-02879899-N----{bottle}	a glass or plastic vessel used for storing drinks or other liquids; typically cylindrical without handles and with a narrow neck that can be plugged or capped
n	bedroom	bedroom%1:06:00::	1	1	5865	22	22	SID-02824762-N----{bedroom, sleeping_room, sleeping_accommodation, chamber, bedchamber}	a room used primarily for sleeping
n	kid	kid%1:05:00::	5	5	5860	0	53	SID-02419466-N----{kid}	young goat
n	pleasure	pleasure%1:12:00::	1	5	5853	21	25	SID-07505853-N----{pleasure, pleasance}	a fundamental feeling that is hard to define but that people desire to experience; "he was tingling with pleasure"
n	assembly	assembly%1:04:01::	2	6	5847	3	7	SID-00913832-N----{fabrication, assembly}	the act of constructing something (as a piece of machinery)
n	assembly	assembly%1:04:00::	6	6	5847	0	7	SID-01232427-N----{assembly, assemblage, gathering}	the social act of assembling; "they demanded the right of assembly"
n	desire	desire%1:12:00::	1	3	5843	32	43	SID-07499405-N----{desire}	the feeling that accompanies an unsatisfied state
n	implication	implication%1:24:01::	4	5	5831	0	16	SID-13882478-N----{implication, logical_implication, conditional_relation}	a logical relation between propositions p and q of the form `if p then q'; if p is true then q cannot be false
n	temperature	temperature%1:07:00::	1	2	5823	91	92	SID-05018974-N----{temperature}	the degree of hotness or coldness of a body or environment (corresponding to its molecular activity)
n	wave	wave%1:11:01::	1	9	5821	40	60	SID-07366790-N----{wave, moving_ridge}	one of a series of ridges that moves across the surface of a liquid (especially across a large body of water)
n	magazine	magazine%1:06:02::	2	6	5813	2	16	SID-03709749-N----{magazine}	product consisting of a paperback periodic publication as a physical object; "tripped over a pile of magazines"
n	thanks	thanks%1:10:00::	1	2	5794	7	9	SID-07243631-N----{thanks}	an acknowledgment of appreciation
n	settlement	settlement%1:09:00::	5	7	5782	1	14	SID-05797094-N----{settlement, resolution, closure}	something settled or resolved; the outcome of decision making; "they finally reached a settlement with the union"; "they never did achieve a final resolution of their differences"; "he needed to grieve before he could achieve a sense of closure"
n	settlement	settlement%1:14:00::	1	7	5782	7	14	SID-08390976-N----{colony, settlement}	a body of people who settle far from home but maintain ties with their homeland; inhabitants remain nationals of their home state but are not literally under the home state's system of government; "the American colony in Paris"
n	recognition	recognition%1:26:00::	1	8	5759	10	20	SID-14435385-N----{recognition, acknowledgment, acknowledgement}	the state or quality of being recognized or acknowledged; "the partners were delighted with the recognition of their work"; "she seems to avoid much in the way of recognition or acknowledgement of feminist work prior to her own"
n	touch	touch%1:09:01::	2	12	5753	3	19	SID-05662964-N----{touch, sense_of_touch, skin_senses, touch_modality, cutaneous_senses}	the faculty by which external objects or forces are perceived through contact with the body (especially the hands); "only sight and touch enable us to locate objects in the space around us"
n	silence	silence%1:07:02::	4	4	5747	1	31	SID-04659534-N----{secrecy, secretiveness, silence}	the trait of keeping things secret
n	silence	silence%1:07:00::	2	4	5747	10	31	SID-04989456-N----{silence, quiet}	the absence of sound; "he needed silence in order to sleep"; "the street was quiet"
n	expenditure	expenditure%1:21:00::	1	3	5746	20	23	SID-13296311-N----{outgo, spending, expenditure, outlay}	money paid out; an amount spent
n	asset	asset%1:07:00::	1	1	5721	1	1	SID-05161764-N----{asset, plus}	a useful or valuable quality
n	sum	sum%1:14:00::	3	6	5707	1	19	SID-07975630-N----{sum, summation, sum_total}	the final aggregate; "the sum of all our troubles did not equal the misery they suffered"
